ID 	 Tag 	 Time  
GT0780	D9_q3.8_a0.0_m160	134.60312499999662
GT0791	D9_q4.3_a0.0_m160	161.6031249999951
GT0795	D9_q4.4_a0.0_m160	161.70312499999505
GT0797	D9_q4.1_a0.0_m160	161.4031249999951
GT0798	D9_q4.2_a0.0_m160	161.4031249999951
GT0818	EccQ_q7_c0.01_m320	142.60156249999616
GT0824	D9_q5.5_a0.0_Q20	162.13846154299887
GT0898	GW15_D12_q1.2_a0.0_m140	159.34642858196787
GT0906	D9_q5.0_a0.0_Q24	161.000000042902
GT0370	D10_a0.0_q1.15_m103_Qs	145.8398437500005
GT0371	D10_a0.0_q1.30_m103_Qs	145.68484375000054
GT0372	D10_a0.0_q1.45_m103_Qs	145.5298437500005
GT0374	D10_a0.0_q1.60_m103_Qs	145.5298437500005
GT0376	D10_a0.0_q1.90_m103_Qs	145.68484375000054
GT0378	D10_a0.0_q2.05_m103_Qs	145.8398437500005
GT0379	D10_a0.0_q2.20_m103_Qs	145.68484375000054
GT0380	D10_a0.0_q2.35_m103_Qs	145.68484375000054
GT0565	D11_q2.50_a0.0_m200	149.6424999999984
GT0615	D9_q1.7_a0.0_m160	134.20312499999665
GT0617	D9_q2.1_a0.0_m160	134.5031249999966
GT0622	D9_q2.4_a0.0_m160	134.7031249999966
GT0651	D9_q2.6_a0.0_m160	134.90312499999658
GT0905	D9_q1.0_a0.0_m160	135.10312499999657
GT0760	D9_q3.3_a0.0_m160	135.0031249999966
GT0757	D11_q2.25_a0.0_m200	149.7224999999984
GT0748	D9_q3.6_a0.0_m160	134.7031249999966
GT0717	D9_q1.1_a0.0_m160	135.0031249999966
GT0653	D9_q2.8_a0.0_m160	135.0031249999966
GT0652	D9_q3.5_a0.0_m160	134.7031249999966
GT0448	D11_q1.00_a0.0_m240	149.66875003733475
GT0454	D11_q4.00_a0.0_m200	148.6824999999984
GT0455	RO3_D10_q1.50_a0.60_oth.045_M120	149.13749998146773
GT0513	SSaP_D6.2_a0.6_th066_ph000_M77	75.006458333333
GT0514	SSaP_D6.2_a0.6_th066_ph030_M77	75.006458333333
GT0515	SSaP_D6.2_a0.6_th066_ph060_M77	162.0131250140339
GT0516	SSaP_D6.2_a0.6_th066_ph090_M77	162.8397916808339
GT0517	SSaP_D6.2_a0.6_th066_ph120_M77	162.42645834743388
GT0518	SSaP_D6.2_a0.6_th066_ph150_M77	75.006458333333
GT0833	D10_q4.00_a0.8_th174_Q20	136.63200000000234
GT0900	q1.2_a0.4x_0.4x_GW15_D11_m140	171.46071427667005
GT0544	D10_q4_a0.6_th90_m120	175.67083330816797
GT0834	D10_q7.00_a0.8_th168_Q20	174.84000000000378
GT0567	D6.2_q1.50_S0_m120	391.9374999207701
GT0862	D8_q1.0_a0.6_0.6_th90_180_r100_res140_CE-all	148.14642858056828
GT0863	D8_q1.0_a0.6_0.6_th90_225_r100_res140_CE-all	167.80357144016756
GT0864	D8_q1.0_a0.6_0.6_th90_270_r100_res140_CE-all	169.6321428689675
GT0865	D8_q1.0_a0.6_0.6_th90_315_r100_res140_CE-all	146.20357143746838
GT0866	D8_q1.0_a0.6_0.6_th90_45_r100_res140_CE-all	145.5178571516684
GT0867	D8_q1.0_a0.6_0.6_th90_90_r100_res140_CE-all	142.54642857986852
GT0749	D8_q2.00_a0.7_0.0_th045_ph000_m120	177.6709616666663
GT0750	D8_q2.00_a0.7_0.0_th045_ph120_m120	158.20427066666645
GT0754	D8_q2.00_a0.7_0.0_th060_ph045_m120	180.0709646666663
GT0762	D8_q2.00_a0.7_0.0_th060_ph135_m120	156.87093566666647
GT0763	D8_q2.00_a0.7_0.0_th060_ph225_m120	157.93760366666646
GT0767	D8_q2.00_a0.7_0.0_th060_ph315_m120	155.80426766666648
GT0766	D8_q2.00_a0.7_0.0_th090_ph000_m120	156.33760166666644
GT0787	D8_q2.00_a0.7_0.0_th090_ph060_m120	174.20429066666634
GT0781	D8_q2.00_a0.7_0.0_th090_ph120_m120	156.87093566666647
GT0792	D8_q2.00_a0.7_0.0_th090_ph180_m120	155.80426766666648
GT0794	D8_q2.00_a0.7_0.0_th090_ph300_m120	151.2709286666665
GT0799	D8_q2.00_a0.7_0.0_th120_ph045_m120	150.7375946666665
GT0800	D8_q2.00_a0.7_0.0_th120_ph135_m120	152.6042636666665
GT0808	D8_q2.00_a0.7_0.0_th120_ph225_m120	156.07093466666646
GT0801	D8_q2.00_a0.7_0.0_th120_ph315_m120	208.6043336666661
GT0810	D8_q2.00_a0.7_0.0_th135_ph000_m120	162.20427566666643
GT0809	D8_q2.00_a0.7_0.0_th135_ph120_m120	158.20427066666645
GT0825	D8_q2.00_a0.7_0.0_th135_ph240_m120	158.73760466666644
GT0607	D8_q3.00_a0.5_0.0_th045_ph000_m120	190.20431066666623
GT0613	D8_q3.00_a0.5_0.0_th045_ph120_m120	216.87101066666605
GT0626	D8_q3.00_a0.5_0.0_th045_ph240_m120	190.20431066666623
GT0606	D8_q3.00_a0.5_0.0_th060_ph045_m120	157.13760266666645
GT0739	D8_q3.00_a0.5_0.0_th060_ph135_m120	803.2717436666621
GT0741	D8_q3.00_a0.5_0.0_th060_ph315_m120	791.0050616666622
GT0605	D8_q3.00_a0.5_0.0_th090_ph000_m120	219.53768066666603
GT0657	D8_q3.00_a0.5_0.0_th090_ph060_m120	671.4026756666369
GT0636	D8_q3.00_a0.5_0.0_th090_ph120_m120	149.00398166666326
GT0724	D8_q3.00_a0.5_0.0_th090_ph180_m120	179.40390566666173
GT0635	D8_q3.00_a0.5_0.0_th090_ph240_m120	684.3359766666363
GT0609	D8_q3.00_a0.5_0.0_th120_ph045_m120	584.6048036666637
GT0743	D8_q3.00_a0.5_0.0_th120_ph135_m120	294.47110766666555
GT0747	D8_q3.00_a0.5_0.0_th120_ph225_m120	594.2048156666635
GT0746	D8_q3.00_a0.5_0.0_th120_ph315_m120	590.4714776666635
GT0684	D8_q3.00_a0.5_0.0_th135_ph000_m120	220.07101466666603
GT0726	D8_q3.00_a0.5_0.0_th135_ph120_m120	225.404354666666
GT0735	D8_q3.00_a0.5_0.0_th135_ph240_m120	553.6714316666638
GT0893	D9_q2.0_a0.6_0.6_th225_r100_res140_CE	156.717857153068
GT0895	D9_q2.0_a0.6_0.6_th315_r100_res140_CE	138.20357143646868
GT0633	Eq_D7_q2.50_a0.6_ph060_m140	167.91785715446758
GT0634	Eq_D7_q2.50_a0.6_ph090_m140	169.06071429746754
GT0641	Eq_D7_q2.50_a0.6_ph120_m140	168.83214286886755
GT0643	Eq_D7_q2.50_a0.6_ph150_m140	166.54642858286763
GT0640	Eq_D7_q2.50_a0.6_ph180_m140	162.08928572516777
GT0639	Eq_D7_q2.50_a0.6_ph210_m140	143.57500000856845
GT0638	Eq_D7_q2.50_a0.6_ph240_m140	144.03214286576844
GT0696	Eq_D7_q3.00_a0.6_ph090_m140	168.71785715456753
GT0707	Eq_D7_q3.00_a0.6_ph120_m140	168.48928572596753
GT0701	Eq_D7_q3.00_a0.6_ph150_m140	165.97500001136763
GT0697	Eq_D7_q3.00_a0.6_ph180_m140	161.7464285822678
GT0708	Eq_D7_q3.00_a0.6_ph210_m140	144.48928572296842
GT0702	Eq_D7_q3.00_a0.6_ph240_m140	144.60357143726844
GT0677	Lq_D6.2_q2.50_a0.6_th015_m140	156.946428581668
GT0679	Lq_D6.2_q2.50_a0.6_th030_m140	156.60357143876797
GT0669	Lq_D6.2_q2.50_a0.6_th045_m140	155.689285724368
GT0672	Lq_D6.2_q2.50_a0.6_th075_m140	428.83214290135794
GT0674	Lq_D6.2_q2.50_a0.6_th120_m140	352.6035714632607
GT0661	Lq_D6.2_q2.50_a0.6_th150_m140	333.40357146086143
GT0670	Lq_D6.2_q2.50_a0.6_th210_m140	333.6321428894615
GT0673	Lq_D6.2_q2.50_a0.6_th240_m140	359.8035714641605
GT0678	Lq_D6.2_q2.50_a0.6_th300_m140	155.57500001006804
GT0681	Lq_D6.2_q2.50_a0.6_th315_m140	157.17500001026798
GT0683	Lq_D6.2_q2.50_a0.6_th345_m140	157.06071429596795
GT0732	Lq_D6.2_q3.00_a0.6_th030_m140	156.946428581668
GT0733	Lq_D6.2_q3.00_a0.6_th045_m140	155.80357143866803
GT0728	Lq_D6.2_q3.00_a0.6_th210_m140	332.48928574646146
GT0729	Lq_D6.2_q3.00_a0.6_th240_m140	360.71785717856045
GT0745	Oq_D9_q6.00_a0.6_th090_m320	1285.5015624999312
GT0742	Oq_D9_q7.00_a0.6_th090_m320	137.20156249999647
GT0876	q1.25_LL_D9_a0.6_th1_45_th2_225_m140	210.31785713016967
GT0873	q1.5_LL_D9_a0.6_th1_45_th2_225_m140	210.77499998726967
GT0877	q1.75_LL_D9_a0.6_th1_45_th2_225_m140	211.23214284436966
GT0885	q1_LL_D9_a0.6_th1_45_th2_225_m140	209.86071427306968
GT0878	q2.25_LL_D9_a0.6_th1_45_th2_225_m140	210.77499998726967
GT0881	q2.5_LL_D9_a0.6_th1_45_th2_225_m140	210.31785713016967
GT0882	q2.75_LL_D9_a0.6_th1_45_th2_225_m140	209.86071427306968
GT0872	q2_LL_D9_a0.6_th1_45_th2_225_m140	211.23214284436966
GT0859	q2_Seff_D9_a_-0.15_0.6_th1_225_m140	209.40357141596968
GT0856	q2_Seff_D9_a_0.15_-0.6_th1_45_m140	208.94642855886968
GT0879	q3.5_LL_D9_a0.6_th1_45_th2_225_m140	208.4892857017697
GT0884	q3.75_LL_D9_a0.6_th1_45_th2_225_m140	206.6607142733697
GT0874	q3_LL_D9_a0.6_th1_45_th2_225_m140	209.40357141596968
GT0857	q3_Seff_D9_a_0.066667_-0.6_th1_45_m140	203.46071427366974
GT0880	q4.5_LL_D9_a0.6_th1_45_th2_225_m186	150.08839286652935
GT0875	q4_LL_D9_a0.6_th1_45_th2_225_m166	151.80300000000005
GT0888	q7_LL_D9_a0.6_th1_45_th2_225_m320	150.6015624999957
GT0886	q8_LL_D9_a0.6_th1_45_th2_225_m400	155.64124999999828
GT0456	RO3_D10_q1.50_a0.40_oth.060_M120	147.9374999817677
GT0457	RO3_D10_q1.50_a0.60_oth.060_M120	149.0041666481677
GT0458	RO3_D10_q2.00_a0.40_oth.060_M120	147.8041666484677
GT0460	RO3_D10_q2.00_a0.60_oth.045_M120	149.80416664796775
GT0461	RO3_D10_q2.00_a0.60_oth.060_M120	148.20416664836773
GT0463	RO3_D10_q2.00_a0.60_oth.090_M120	147.8041666484677
GT0545	RO3_D10_q2.00_a0.60_oth.180_M120	143.53749998286767
GT0556	RO3_D10_q2.00_a0.60_oth.270_M120	145.9374999822677
GT0459	RO3_D10_q2.50_a0.40_oth.045_M120	147.13749998196772
GT0464	RO3_D10_q2.50_a0.40_oth.090_M120	146.60416664876772
GT0465	RO3_D10_q2.50_a0.60_oth.045_M120	146.8708333153677
GT0466	RO3_D10_q2.50_a0.60_oth.060_M120	146.7374999820677
GT0467	RO3_D10_q2.50_a0.60_oth.090_M120	146.4708333154677
GT0478	RO3_D10_q4.00_a0.40_oth.060_M120	146.33749998216769
GT0557	Sq4_d9_a0.0_0.6_oth.090_rr_M140	161.06071429646784
GT0647	Sq_D6.2_q2.50_a0.6_th000_m140	155.460714295768
GT0649	Sq_D6.2_q2.50_a0.6_th030_m140	156.37500001016798
GT0645	Sq_D6.2_q2.50_a0.6_th060_m140	438.54642861685755
GT0644	Sq_D6.2_q2.50_a0.6_th075_m140	424.6035714722581
GT0642	Sq_D6.2_q2.50_a0.6_th120_m140	357.97500003536055
GT0659	Sq_D6.2_q2.50_a0.6_th150_m140	341.17500003326114
GT0660	Sq_D6.2_q2.50_a0.6_th180_m140	336.71785717556133
GT0667	Sq_D6.2_q2.50_a0.6_th210_m140	347.23214289116095
GT0663	Sq_D6.2_q2.50_a0.6_th240_m140	373.28928575156
GT0628	Sq_D6.2_q2.50_a0.6_th300_m140	156.946428581668
GT0630	Sq_D6.2_q2.50_a0.6_th315_m140	157.51785715316794
GT0666	Sq_D6.2_q2.50_a0.6_th330_m140	157.51785715316794
GT0668	Sq_D6.2_q2.50_a0.6_th345_m140	155.917857152968
GT0694	Sq_D6.2_q3.00_a0.6_th000_m140	156.146428581568
GT0698	Sq_D6.2_q3.00_a0.6_th015_m140	155.689285724368
GT0689	Sq_D6.2_q3.00_a0.6_th030_m140	155.23214286716802
GT0692	Sq_D6.2_q3.00_a0.6_th075_m140	429.7464286157579
GT0693	Sq_D6.2_q3.00_a0.6_th090_m140	413.0607143279585
GT0685	Sq_D6.2_q3.00_a0.6_th120_m140	357.17500003526055
GT0686	Sq_D6.2_q3.00_a0.6_th150_m140	338.2035714614613
GT0710	Sq_D6.2_q3.00_a0.6_th180_m140	333.1750000322615
GT0709	Sq_D6.2_q3.00_a0.6_th210_m140	343.8035714621611
GT0713	Sq_D6.2_q3.00_a0.6_th240_m140	132.37500000716886
GT0723	Sq_D6.2_q3.00_a0.6_th300_m140	157.17500001026798
GT0720	Sq_D6.2_q3.00_a0.6_th315_m140	156.946428581668
GT0721	Sq_D6.2_q3.00_a0.6_th330_m140	156.83214286736796
GT0722	Sq_D6.2_q3.00_a0.6_th345_m140	156.489285724468
GT0712	Sq_D9.0_q2.50_a0.6_th000_m140	135.91785715046876
GT0718	Sq_D9.0_q2.50_a0.6_th030_m140	158.8892857247679
GT0725	Sq_D9.0_q2.50_a0.6_th045_m140	158.77500001046792
GT0706	Sq_D9.0_q2.50_a0.6_th090_m140	136.03214286476873
GT0851	th_0_SSeq_D9_q2_m140	210.77499998726967
GT0869	th_135_SSeq_D9_q2_m140	216.2607142724696
GT0852	th_180_SSeq_D9_q2_m140	212.60357141566965
GT0853	th_225_SSeq_D9_q2_m140	203.46071427366974
GT0854	th_315_SSeq_D9_q2_m140	203.46071427366974
GT0868	th_45_SSeq_D9_q2_m140	214.88928570116963
GT0690	Sq_D6.2_q3.00_a0.6_th045_m140	156.03214286726802
GT0648	Sq_D6.2_q2.50_a0.6_th015_m140	155.11785715286805
GT0469	RO3_D10_q4.00_a0.60_oth.060_M120	148.87083331486772
GT0468	RO3_D10_q4.00_a0.60_oth.045_M120	149.0041666481677
GT0462	RO3_D10_q2.50_a0.40_oth.060_M120	147.13749998196772
GT0455	RO3_D10_q1.50_a0.60_oth.045_M120	149.13749998146773
GT0513	SSaP_D6.2_a0.6_th066_ph000_M77	75.006458333333
GT0514	SSaP_D6.2_a0.6_th066_ph030_M77	75.006458333333
GT0515	SSaP_D6.2_a0.6_th066_ph060_M77	162.0131250140339
GT0516	SSaP_D6.2_a0.6_th066_ph090_M77	162.8397916808339
GT0517	SSaP_D6.2_a0.6_th066_ph120_M77	162.42645834743388
GT0518	SSaP_D6.2_a0.6_th066_ph150_M77	75.006458333333
GT0833	D10_q4.00_a0.8_th174_Q20	136.63200000000234
GT0900	q1.2_a0.4x_0.4x_GW15_D11_m140	171.46071427667005
GT0544	D10_q4_a0.6_th90_m120	175.67083330816797
GT0834	D10_q7.00_a0.8_th168_Q20	174.84000000000378
GT0567	D6.2_q1.50_S0_m120	391.9374999207701
GT0862	D8_q1.0_a0.6_0.6_th90_180_r100_res140_CE-all	148.14642858056828
GT0863	D8_q1.0_a0.6_0.6_th90_225_r100_res140_CE-all	167.80357144016756
GT0864	D8_q1.0_a0.6_0.6_th90_270_r100_res140_CE-all	169.6321428689675
GT0865	D8_q1.0_a0.6_0.6_th90_315_r100_res140_CE-all	146.20357143746838
GT0866	D8_q1.0_a0.6_0.6_th90_45_r100_res140_CE-all	145.5178571516684
GT0867	D8_q1.0_a0.6_0.6_th90_90_r100_res140_CE-all	142.54642857986852
GT0749	D8_q2.00_a0.7_0.0_th045_ph000_m120	177.6709616666663
GT0750	D8_q2.00_a0.7_0.0_th045_ph120_m120	158.20427066666645
GT0754	D8_q2.00_a0.7_0.0_th060_ph045_m120	180.0709646666663
GT0762	D8_q2.00_a0.7_0.0_th060_ph135_m120	156.87093566666647
GT0763	D8_q2.00_a0.7_0.0_th060_ph225_m120	157.93760366666646
GT0767	D8_q2.00_a0.7_0.0_th060_ph315_m120	155.80426766666648
GT0766	D8_q2.00_a0.7_0.0_th090_ph000_m120	156.33760166666644
GT0787	D8_q2.00_a0.7_0.0_th090_ph060_m120	174.20429066666634
GT0781	D8_q2.00_a0.7_0.0_th090_ph120_m120	156.87093566666647
GT0792	D8_q2.00_a0.7_0.0_th090_ph180_m120	155.80426766666648
GT0794	D8_q2.00_a0.7_0.0_th090_ph300_m120	151.2709286666665
GT0799	D8_q2.00_a0.7_0.0_th120_ph045_m120	150.7375946666665
GT0800	D8_q2.00_a0.7_0.0_th120_ph135_m120	152.6042636666665
GT0808	D8_q2.00_a0.7_0.0_th120_ph225_m120	156.07093466666646
GT0801	D8_q2.00_a0.7_0.0_th120_ph315_m120	208.6043336666661
GT0810	D8_q2.00_a0.7_0.0_th135_ph000_m120	162.20427566666643
GT0809	D8_q2.00_a0.7_0.0_th135_ph120_m120	158.20427066666645
GT0825	D8_q2.00_a0.7_0.0_th135_ph240_m120	158.73760466666644
GT0607	D8_q3.00_a0.5_0.0_th045_ph000_m120	190.20431066666623
GT0613	D8_q3.00_a0.5_0.0_th045_ph120_m120	216.87101066666605
GT0626	D8_q3.00_a0.5_0.0_th045_ph240_m120	190.20431066666623
GT0606	D8_q3.00_a0.5_0.0_th060_ph045_m120	157.13760266666645
GT0739	D8_q3.00_a0.5_0.0_th060_ph135_m120	803.2717436666621
GT0741	D8_q3.00_a0.5_0.0_th060_ph315_m120	791.0050616666622
GT0605	D8_q3.00_a0.5_0.0_th090_ph000_m120	219.53768066666603
GT0657	D8_q3.00_a0.5_0.0_th090_ph060_m120	671.4026756666369
GT0636	D8_q3.00_a0.5_0.0_th090_ph120_m120	149.00398166666326
GT0724	D8_q3.00_a0.5_0.0_th090_ph180_m120	179.40390566666173
GT0635	D8_q3.00_a0.5_0.0_th090_ph240_m120	684.3359766666363
GT0609	D8_q3.00_a0.5_0.0_th120_ph045_m120	584.6048036666637
GT0743	D8_q3.00_a0.5_0.0_th120_ph135_m120	294.47110766666555
GT0747	D8_q3.00_a0.5_0.0_th120_ph225_m120	594.2048156666635
GT0746	D8_q3.00_a0.5_0.0_th120_ph315_m120	590.4714776666635
GT0684	D8_q3.00_a0.5_0.0_th135_ph000_m120	220.07101466666603
GT0726	D8_q3.00_a0.5_0.0_th135_ph120_m120	225.404354666666
GT0735	D8_q3.00_a0.5_0.0_th135_ph240_m120	553.6714316666638
GT0893	D9_q2.0_a0.6_0.6_th225_r100_res140_CE	156.717857153068
GT0895	D9_q2.0_a0.6_0.6_th315_r100_res140_CE	138.20357143646868
GT0633	Eq_D7_q2.50_a0.6_ph060_m140	167.91785715446758
GT0634	Eq_D7_q2.50_a0.6_ph090_m140	169.06071429746754
GT0641	Eq_D7_q2.50_a0.6_ph120_m140	168.83214286886755
GT0643	Eq_D7_q2.50_a0.6_ph150_m140	166.54642858286763
GT0640	Eq_D7_q2.50_a0.6_ph180_m140	162.08928572516777
GT0639	Eq_D7_q2.50_a0.6_ph210_m140	143.57500000856845
GT0638	Eq_D7_q2.50_a0.6_ph240_m140	144.03214286576844
GT0696	Eq_D7_q3.00_a0.6_ph090_m140	168.71785715456753
GT0707	Eq_D7_q3.00_a0.6_ph120_m140	168.48928572596753
GT0701	Eq_D7_q3.00_a0.6_ph150_m140	165.97500001136763
GT0697	Eq_D7_q3.00_a0.6_ph180_m140	161.7464285822678
GT0708	Eq_D7_q3.00_a0.6_ph210_m140	144.48928572296842
GT0702	Eq_D7_q3.00_a0.6_ph240_m140	144.60357143726844
GT0677	Lq_D6.2_q2.50_a0.6_th015_m140	156.946428581668
GT0679	Lq_D6.2_q2.50_a0.6_th030_m140	156.60357143876797
GT0669	Lq_D6.2_q2.50_a0.6_th045_m140	155.689285724368
GT0672	Lq_D6.2_q2.50_a0.6_th075_m140	428.83214290135794
GT0674	Lq_D6.2_q2.50_a0.6_th120_m140	352.6035714632607
GT0661	Lq_D6.2_q2.50_a0.6_th150_m140	333.40357146086143
GT0670	Lq_D6.2_q2.50_a0.6_th210_m140	333.6321428894615
GT0673	Lq_D6.2_q2.50_a0.6_th240_m140	359.8035714641605
GT0678	Lq_D6.2_q2.50_a0.6_th300_m140	155.57500001006804
GT0681	Lq_D6.2_q2.50_a0.6_th315_m140	157.17500001026798
GT0683	Lq_D6.2_q2.50_a0.6_th345_m140	157.06071429596795
GT0732	Lq_D6.2_q3.00_a0.6_th030_m140	156.946428581668
GT0733	Lq_D6.2_q3.00_a0.6_th045_m140	155.80357143866803
GT0728	Lq_D6.2_q3.00_a0.6_th210_m140	332.48928574646146
GT0729	Lq_D6.2_q3.00_a0.6_th240_m140	360.71785717856045
GT0745	Oq_D9_q6.00_a0.6_th090_m320	1285.5015624999312
GT0742	Oq_D9_q7.00_a0.6_th090_m320	137.20156249999647
GT0876	q1.25_LL_D9_a0.6_th1_45_th2_225_m140	210.31785713016967
GT0873	q1.5_LL_D9_a0.6_th1_45_th2_225_m140	210.77499998726967
GT0877	q1.75_LL_D9_a0.6_th1_45_th2_225_m140	211.23214284436966
GT0885	q1_LL_D9_a0.6_th1_45_th2_225_m140	209.86071427306968
GT0878	q2.25_LL_D9_a0.6_th1_45_th2_225_m140	210.77499998726967
GT0881	q2.5_LL_D9_a0.6_th1_45_th2_225_m140	210.31785713016967
GT0882	q2.75_LL_D9_a0.6_th1_45_th2_225_m140	209.86071427306968
GT0872	q2_LL_D9_a0.6_th1_45_th2_225_m140	211.23214284436966
GT0859	q2_Seff_D9_a_-0.15_0.6_th1_225_m140	209.40357141596968
GT0856	q2_Seff_D9_a_0.15_-0.6_th1_45_m140	208.94642855886968
GT0879	q3.5_LL_D9_a0.6_th1_45_th2_225_m140	208.4892857017697
